common_voice_s1_10|সমুদ্রের তীরবর্তী গ্রামগুলিতে মানুষদের একত্রে বেঁধে সমুদ্রে ফেলে দেওয়া হয়েছিল|সমুদ্রের তীরবর্তী গ্রামগুলিতে মানুষদের একত্রে বেঁধে সমুদ্রে ফেলে দেওয়া হয়েছিল
common_voice_s1_11|তার মা ছিলেন একজন শিক্ষক|তার মা ছিলেন একজন শিক্ষক
common_voice_s1_12|"এছাড়াও তিনি ""ফয়সালাবাদ উডস"" ও ""মুলতান টাইগার্স"" দলের বিরুদ্ধে আরও দুটি ম্যাচ খেলেন"|"এছাড়াও তিনি ""ফয়সালাবাদ উডস"" ও ""মুলতান টাইগার্স"" দলের বিরুদ্ধে আরও দুটি ম্যাচ খেলেন"
common_voice_s1_13|ডিএনএ মেরামত ও ক্যান্সারের জেনেটিক্স সম্পর্কে অনেকগুলি গবেষণাপত্রে তাঁর অবদান রয়েছে|ডিএনএ মেরামত ও ক্যান্সারের জেনেটিক্স সম্পর্কে অনেকগুলি গবেষণাপত্রে তাঁর অবদান রয়েছে
common_voice_s1_14|তিনি একজন শীর্ষস্থানীয় তুরীয়বাদী|তিনি একজন শীর্ষস্থানীয় তুরীয়বাদী
common_voice_s1_15|অতঃপর এ ব্যাপারে তিনি সবাইকে জোরালোভাবে উৎসাহিত করতে থাকেন|অতঃপর এ ব্যাপারে তিনি সবাইকে জোরালোভাবে উৎসাহিত করতে থাকেন
common_voice_s1_16|এছাড়াও, চলচ্চিত্রটি একটি বিশেষ কৃতিত্ব পুরস্কার পেয়েছিল|এছাড়াও, চলচ্চিত্রটি একটি বিশেষ কৃতিত্ব পুরস্কার পেয়েছিল
common_voice_s1_17|এটির নির্মাণ শেষ হলে এটি কলকাতা তথা ভারতের উচ্চতম বহুতল|এটির নির্মাণ শেষ হলে এটি কলকাতা তথা ভারতের উচ্চতম বহুতল
common_voice_s1_18|হামজা কুস্তি, তীরন্দাজ ও লড়াইয়ে দক্ষ ছিলেন|হামজা কুস্তি, তীরন্দাজ ও লড়াইয়ে দক্ষ ছিলেন
common_voice_s1_19|সাল্লাম তাকে অভ্যর্থনা জানান এবং মদিনার সম্পর্কে গোপন তথ্য দেন|সাল্লাম তাকে অভ্যর্থনা জানান এবং মদিনার সম্পর্কে গোপন তথ্য দেন
common_voice_s1_20|কলেজটি গুয়াহাটি বিশ্ববিদ্যালয়ের অধিভুক্ত|কলেজটি গুয়াহাটি বিশ্ববিদ্যালয়ের অধিভুক্ত
common_voice_s1_21|কিন্তু উচ্চ মাধ্যমিক শ্রেণী পার হবার পূর্বেই তার বাবা-মা মৃত্যুবরণ করেন|কিন্তু উচ্চ মাধ্যমিক শ্রেণী পার হবার পূর্বেই তার বাবা-মা মৃত্যুবরণ করেন
common_voice_s1_22|বক্রেশ্বর একটি প্রাচীন শক্তিপীঠ|বক্রেশ্বর একটি প্রাচীন শক্তিপীঠ
common_voice_s1_23|পাশাপাশি তিনি নিজেকে একজন নাস্তিক হিসাবে ঘোষণা করেন|পাশাপাশি তিনি নিজেকে একজন নাস্তিক হিসাবে ঘোষণা করেন
common_voice_s1_24|যদি শত্রুরা খাদের শেষে অপেক্ষা করে, তাহলে মিশরীয়দের টুকরো টুকরো হয়ে যাওয়ার ঝুঁকি নিতে হবে|যদি শত্রুরা খাদের শেষে অপেক্ষা করে, তাহলে মিশরীয়দের টুকরো টুকরো হয়ে যাওয়ার ঝুঁকি নিতে হবে
common_voice_s1_25|ঢাকা বিশ্ববিদ্যালয়ের মেডিসিন বিভাগে এর ডিনের দায়িত্ব পালন করেছিলেন|ঢাকা বিশ্ববিদ্যালয়ের মেডিসিন বিভাগে এর ডিনের দায়িত্ব পালন করেছিলেন
common_voice_s1_26|কাহেরায় অবস্থান কালে বিভিন্ন পত্র-পত্রিকায় লেখার মাধ্যমে নিজের সাহিত্য জীবন শুরু করেন|কাহেরায় অবস্থান কালে বিভিন্ন পত্র-পত্রিকায় লেখার মাধ্যমে নিজের সাহিত্য জীবন শুরু করেন
common_voice_s1_27|এ প্রক্রিয়ার মাধ্যমে তথ্য ফাঁস হয়ে যাবার সম্ভাবনা তুলনামূলকভাবে অনেক কম|এ প্রক্রিয়ার মাধ্যমে তথ্য ফাঁস হয়ে যাবার সম্ভাবনা তুলনামূলকভাবে অনেক কম
common_voice_s1_28|তিনি ডাচ, আফ্রিকান এবং ইংরেজি পূর্বপুরুষদের থেকে অবতীর্ণ হয়েছিলেন|তিনি ডাচ, আফ্রিকান এবং ইংরেজি পূর্বপুরুষদের থেকে অবতীর্ণ হয়েছিলেন
common_voice_s1_29|তার কন্যা সুলতানা বেগমের পাশে তাকে শায়িত করা হয়েছিল|তার কন্যা সুলতানা বেগমের পাশে তাকে শায়িত করা হয়েছিল
common_voice_s1_30|তিনি ইউনিভার্সিটি অফ নর্থ লন্ডন থেকে আইন বিষয়ে ডিগ্রী অর্জন করেন|তিনি ইউনিভার্সিটি অফ নর্থ লন্ডন থেকে আইন বিষয়ে ডিগ্রী অর্জন করেন
common_voice_s1_31|জ্যামাইকা দলের অধিনায়কের দায়িত্বে ছিলেন|জ্যামাইকা দলের অধিনায়কের দায়িত্বে ছিলেন
common_voice_s1_32|সম্পূর্ণ উপজেলার প্রশাসনিক কার্যক্রম রাজাপুর থানার আওতাধীন|সম্পূর্ণ উপজেলার প্রশাসনিক কার্যক্রম রাজাপুর থানার আওতাধীন
common_voice_s1_33|এছাড়াও দলটি বার্ষিক প্রতিযোগিতা হিসেবে অস্ট্রেলিয়া মহিলা দলের সাথে অংশগ্রহণ করে|এছাড়াও দলটি বার্ষিক প্রতিযোগিতা হিসেবে অস্ট্রেলিয়া মহিলা দলের সাথে অংশগ্রহণ করে
common_voice_s1_34|তবুও থেমে যান নি তিনি|তবুও থেমে যান নি তিনি
common_voice_s1_35|উদাহরণস্বরূপ, গাছের সংখ্যা গণনা করার জন্য এটি যৌগিক পদার্থের উপযোগী|উদাহরণস্বরূপ, গাছের সংখ্যা গণনা করার জন্য এটি যৌগিক পদার্থের উপযোগী
common_voice_s1_36|চারপাশের পরিবেশ থেকে অনুপ্রেরণা নিয়ে গান লিখতেন ও তাতে সুর দিতেন|চারপাশের পরিবেশ থেকে অনুপ্রেরণা নিয়ে গান লিখতেন ও তাতে সুর দিতেন
common_voice_s1_37|তাঁর মতে রসই কাব্যের আত্মা বা মূল, রস ছাড়া কাব্য হতে পারে না|তাঁর মতে রসই কাব্যের আত্মা বা মূল, রস ছাড়া কাব্য হতে পারে না
common_voice_s1_38|তিনি বঙ্গবন্ধু শিক্ষা ও গবেষণা পরিষদের বৃহত্তর চট্টগ্রাম শাখার সভাপতি হিসেবে দায়িত্ব পালন করছেন|তিনি বঙ্গবন্ধু শিক্ষা ও গবেষণা পরিষদের বৃহত্তর চট্টগ্রাম শাখার সভাপতি হিসেবে দায়িত্ব পালন করছেন
common_voice_s1_39|তার সাথে কোচ এর মতানৈক্য হওয়ার পর তিনি ক্লাবটি ছেড়ে চলে যান|তার সাথে কোচ এর মতানৈক্য হওয়ার পর তিনি ক্লাবটি ছেড়ে চলে যান
common_voice_s1_40|তিনি সংসদীয় মহিলা দলের সভাপতি|তিনি সংসদীয় মহিলা দলের সভাপতি
common_voice_s1_41|তার চাচাতো বোন শাহ মখদুম কলেজে পড়ে|তার চাচাতো বোন শাহ মখদুম কলেজে পড়ে
common_voice_s1_42|এছাড়া তিনি সাহিত্যের সাথে জড়িত ছিলেন ও অনেকগুলি কাব্যগ্রন্থ প্রকাশ করেন|এছাড়া তিনি সাহিত্যের সাথে জড়িত ছিলেন ও অনেকগুলি কাব্যগ্রন্থ প্রকাশ করেন
common_voice_s1_43|তাঁরা তাঁদের সম্পর্ককে নিয়ন্ত্রণে আনার চেষ্টা করছেন|তাঁরা তাঁদের সম্পর্ককে নিয়ন্ত্রণে আনার চেষ্টা করছেন
common_voice_s1_44|এছাড়া উর্দু ভিন্ন ভাষার লোকেরাও যোগাযোগের জন্য ধীরে ধীরে উর্দুর ব্যবহার বৃদ্ধি করতে থাকে|এছাড়া উর্দু ভিন্ন ভাষার লোকেরাও যোগাযোগের জন্য ধীরে ধীরে উর্দুর ব্যবহার বৃদ্ধি করতে থাকে
common_voice_s1_45|উরুগুয়ের সংবিধানে ধর্ম বিষয়ে স্বাধীনতা নিশ্চিত করা হয়েছে|উরুগুয়ের সংবিধানে ধর্ম বিষয়ে স্বাধীনতা নিশ্চিত করা হয়েছে
common_voice_s1_46|আর এই প্রবেশের আগে হাতের বামদিকে রয়েছে মা শীতলা দেবীর মন্দির|আর এই প্রবেশের আগে হাতের বামদিকে রয়েছে মা শীতলা দেবীর মন্দির
common_voice_s1_47|কোন হতাহতের খবর পাওয়া যায়নি|কোন হতাহতের খবর পাওয়া যায়নি
common_voice_s1_48|তার দুই ভাইবোন, ছোট ভাই ও বোন আছে|তার দুই ভাইবোন, ছোট ভাই ও বোন আছে
common_voice_s1_49|কাইজার ভিলহেল্ম সোসাইটি অনেকগুলো সংগঠনের কার্যক্রমের প্রধান প্রাণকেন্দ্র ছিল|কাইজার ভিলহেল্ম সোসাইটি অনেকগুলো সংগঠনের কার্যক্রমের প্রধান প্রাণকেন্দ্র ছিল
common_voice_s1_50|তিনি লন্ডন বিশ্ববিদ্যালয়েও পরীক্ষক হিসেবে দায়িত্ব পালন করেন|তিনি লন্ডন বিশ্ববিদ্যালয়েও পরীক্ষক হিসেবে দায়িত্ব পালন করেন
common_voice_s1_51|এখানে একটি পাবলিক লাইব্রেরি এবং একটি চিত্র জাদুঘর আছে|এখানে একটি পাবলিক লাইব্রেরি এবং একটি চিত্র জাদুঘর আছে
common_voice_s1_52|এদের ক্ষেত্রে বিমানে এক বা একাধিক যান্ত্রিক শক্তি সরবরাহকারী ইঞ্জিন থাকে যারা ধাক্কা তৈরিতে সহায়তা করে|এদের ক্ষেত্রে বিমানে এক বা একাধিক যান্ত্রিক শক্তি সরবরাহকারী ইঞ্জিন থাকে যারা ধাক্কা তৈরিতে সহায়তা করে
common_voice_s1_53|পেপসু-র অন্তর্গত আরও কিছু অঞ্চল, বিশেষত সোলান এবং নালাগড়, বর্তমানে হিমাচল প্রদেশে অবস্থিত|পেপসু-র অন্তর্গত আরও কিছু অঞ্চল, বিশেষত সোলান এবং নালাগড়, বর্তমানে হিমাচল প্রদেশে অবস্থিত
common_voice_s1_54|সমগ্র টেস্ট জীবনে তিনি তিনটি অর্ধ-শতকের সন্ধান পান এবং সবগুলোই সফরকারী ওয়েস্ট ইন্ডিজের বিপক্ষে|সমগ্র টেস্ট জীবনে তিনি তিনটি অর্ধ-শতকের সন্ধান পান এবং সবগুলোই সফরকারী ওয়েস্ট ইন্ডিজের বিপক্ষে
common_voice_s1_55|আরএসএস সংঘ পরিবার নামে হিন্দু জাতীয়তাবাদী গোষ্ঠীর একটি অংশ|আরএসএস সংঘ পরিবার নামে হিন্দু জাতীয়তাবাদী গোষ্ঠীর একটি অংশ
common_voice_s1_56|এটি রূপালি রঙের, নিম্ন ঘনত্বের এবং শক্তিশালী অবস্থান্তর ধাতু|এটি রূপালি রঙের, নিম্ন ঘনত্বের এবং শক্তিশালী অবস্থান্তর ধাতু
common_voice_s1_57|তিনি রাজোচিত গুণাবলির অধিকারী এবং স্বীয় উচ্চ বংশমর্যাদা সম্পর্কেও সজাগ ছিলেন|তিনি রাজোচিত গুণাবলির অধিকারী এবং স্বীয় উচ্চ বংশমর্যাদা সম্পর্কেও সজাগ ছিলেন
common_voice_s1_58|কৃষকদের মতে গুণগত মানসম্পন্ন ভালো ফলন পেতে হলে বেগুন চাষের জমিতে যতটুকু সম্ভব জৈব সার প্রয়োগ করতে হবে|কৃষকদের মতে গুণগত মানসম্পন্ন ভালো ফলন পেতে হলে বেগুন চাষের জমিতে যতটুকু সম্ভব জৈব সার প্রয়োগ করতে হবে
common_voice_s1_59|"তিনি ""মাস্টার শেফ অস্ট্রেলিয়া"" র তৃতীয় আসরে বিজয়ী হয়েছিলেন"|"তিনি ""মাস্টার শেফ অস্ট্রেলিয়া"" র তৃতীয় আসরে বিজয়ী হয়েছিলেন"
common_voice_s1_60|এছাড়া তিনি আরও দুটি হিন্দি ছবিতে কাজ করছেন|এছাড়া তিনি আরও দুটি হিন্দি ছবিতে কাজ করছেন
common_voice_s1_61|তিনি উই বিন অ্যান্ড কোং দ্বারা নিযুক্ত ছিলেন, যেখানে তার দক্ষতা তার নিয়োগকর্তা উই বিন লক্ষ্য করেছিলেন|তিনি উই বিন অ্যান্ড কোং দ্বারা নিযুক্ত ছিলেন, যেখানে তার দক্ষতা তার নিয়োগকর্তা উই বিন লক্ষ্য করেছিলেন
common_voice_s1_62|তিনি দলের মুখপাত্র ছিলেন|তিনি দলের মুখপাত্র ছিলেন
common_voice_s1_63|রাস্তা সাধারণত খোলা থাকে এবং ফেরি সারা বছর ধরে চলাচল করে|রাস্তা সাধারণত খোলা থাকে এবং ফেরি সারা বছর ধরে চলাচল করে
common_voice_s1_64|এটি বাংলাদেশের পশ্চিমাংশের সীমান্তবর্তী একটি পৌরসভা|এটি বাংলাদেশের পশ্চিমাংশের সীমান্তবর্তী একটি পৌরসভা
common_voice_s1_65|"আগে এই ধারাবাহিকটির নাম ঠিক করা হয়েছিল ""অক্সিজেন"|"আগে এই ধারাবাহিকটির নাম ঠিক করা হয়েছিল ""অক্সিজেন"
common_voice_s1_66|কিন্তু তিনি আট মাসের বেশি ক্ষমতায় ছিলেন না|কিন্তু তিনি আট মাসের বেশি ক্ষমতায় ছিলেন না
common_voice_s1_67|একটি সফল পত্রিকা উৎপাদন সুবিধা এবং বিতরণ, নেটওয়ার্কে উল্লেখযোগ্য বিনিয়োগ করে থাকে|একটি সফল পত্রিকা উৎপাদন সুবিধা এবং বিতরণ, নেটওয়ার্কে উল্লেখযোগ্য বিনিয়োগ করে থাকে
common_voice_s1_68|তিনি ফুটবল, বাস্কেটবল দিয়ে বিভিন্ন ধরনের কসরত দেখানোর পাশাপাশি আরো বেশ কয়েকটি বিষয়ে পারদর্শী|তিনি ফুটবল, বাস্কেটবল দিয়ে বিভিন্ন ধরনের কসরত দেখানোর পাশাপাশি আরো বেশ কয়েকটি বিষয়ে পারদর্শী
common_voice_s1_69|শ্রীকৃষ্ণ গীতায় বলেছেন, তিনি সকল অক্ষরের মধ্যে ওঁ-কার|শ্রীকৃষ্ণ গীতায় বলেছেন, তিনি সকল অক্ষরের মধ্যে ওঁ-কার
common_voice_s1_70|এছাড়াও নিচেরসারিতে ডানহাতে ব্যাটিং করতেন টমাস মিচেল নামে পরিচিত টমি মিচেল|এছাড়াও নিচেরসারিতে ডানহাতে ব্যাটিং করতেন টমাস মিচেল নামে পরিচিত টমি মিচেল
common_voice_s1_71|শাহরুখ খান এই বিভাগে সর্বাধিক সাতবার পুরস্কার অর্জন করেন|শাহরুখ খান এই বিভাগে সর্বাধিক সাতবার পুরস্কার অর্জন করেন
common_voice_s1_72|আধুনিক সেনাবাহিনী গঠনে তিনি কোনও প্রয়াস করেননি|আধুনিক সেনাবাহিনী গঠনে তিনি কোনও প্রয়াস করেননি
common_voice_s1_73|তবে খাদ্য শস্য হিসেবে ধান, গম, ভুট্টার ব্যাপক প্রসার রয়েছে|তবে খাদ্য শস্য হিসেবে ধান, গম, ভুট্টার ব্যাপক প্রসার রয়েছে
common_voice_s1_74|এছাড়াও ক্যালসিয়াম, ভিটামিন সি, আয়রন এবং ফাইবার বা আঁশ রয়েছে|এছাড়াও ক্যালসিয়াম, ভিটামিন সি, আয়রন এবং ফাইবার বা আঁশ রয়েছে
common_voice_s1_75|বর্তমানে মুম্বাইতে অক্সফোর্ড পাবলিক স্কুল এ একাদশ শ্রেণীতে পড়ছে|বর্তমানে মুম্বাইতে অক্সফোর্ড পাবলিক স্কুল এ একাদশ শ্রেণীতে পড়ছে
common_voice_s1_76|তার সন্তানেরা ছোট থাকায়, সন্দেহ করা হয়েছিল যে, তাকে বলপূর্বক সায়ানাইড পান করানো হয়েছে|তার সন্তানেরা ছোট থাকায়, সন্দেহ করা হয়েছিল যে, তাকে বলপূর্বক সায়ানাইড পান করানো হয়েছে
common_voice_s1_77|তিনি ব্যারিস্টার পি মিত্র নামেই অধিক পরিচিত ছিলেন|তিনি ব্যারিস্টার পি মিত্র নামেই অধিক পরিচিত ছিলেন
common_voice_s1_78|এ কে এম সাদেক ঢাকা বিশ্ববিদ্যালয়ে অর্থনীতি ও আইন বিভাগে শিক্ষকতা করেন|এ কে এম সাদেক ঢাকা বিশ্ববিদ্যালয়ে অর্থনীতি ও আইন বিভাগে শিক্ষকতা করেন
common_voice_s1_79|"এটি এডগার অ্যালান পোর ""দ্য টেল-টেল হার্ট"" ছোটগল্প অবলম্বনে নির্মিত"|"এটি এডগার অ্যালান পোর ""দ্য টেল-টেল হার্ট"" ছোটগল্প অবলম্বনে নির্মিত"
common_voice_s1_80|রোজ ম্যান অব দ্য সিরিজ নির্বাচিত হন|রোজ ম্যান অব দ্য সিরিজ নির্বাচিত হন
common_voice_s1_81|সে সুবাদে তিনি শাহিন ভাই হিসাবে পরিচিতি লাভ করেছিলেন|সে সুবাদে তিনি শাহিন ভাই হিসাবে পরিচিতি লাভ করেছিলেন
common_voice_s1_82|চেঙ্গিস খানের প্রথমদিককার অন্য ছেলেদের মত তিনিও চীন, ইরান ও মধ্য এশিয়া জয়ে অংশ নিয়েছেন|চেঙ্গিস খানের প্রথমদিককার অন্য ছেলেদের মত তিনিও চীন, ইরান ও মধ্য এশিয়া জয়ে অংশ নিয়েছেন
common_voice_s1_83|এর চিত্রগ্রাহক ছিলেন নিতিন বোস|এর চিত্রগ্রাহক ছিলেন নিতিন বোস
common_voice_s1_84|গানের কথা লিখেছেন টিম রাইস|গানের কথা লিখেছেন টিম রাইস
common_voice_s1_85|ধর্মতাত্ত্বিক প্রসঙ্গ গ্রন্থটির একটি প্রধান বৈশিষ্ট্য, যা তার প্রগতিশীল দৃষ্টিভঙ্গিকে গঠন করে|ধর্মতাত্ত্বিক প্রসঙ্গ গ্রন্থটির একটি প্রধান বৈশিষ্ট্য, যা তার প্রগতিশীল দৃষ্টিভঙ্গিকে গঠন করে
common_voice_s1_86|এ ফুলের আদিনিবাস হিমালয় অঞ্চল ধরা হলেও বাংলাদেশ, ভারত, পাকিস্তান ও মায়ানমার অঞ্চল জুড়ে রয়েছে এর বিস্তৃতি|এ ফুলের আদিনিবাস হিমালয় অঞ্চল ধরা হলেও বাংলাদেশ, ভারত, পাকিস্তান ও মায়ানমার অঞ্চল জুড়ে রয়েছে এর বিস্তৃতি
common_voice_s1_87|তাঁদের যৌথ নির্মাণ করা চলচ্চিত্রসমূহ বহু জাতীয় তথা আন্তর্জাতিক পুরস্কার এবং সম্মান লাভ করেছে|তাঁদের যৌথ নির্মাণ করা চলচ্চিত্রসমূহ বহু জাতীয় তথা আন্তর্জাতিক পুরস্কার এবং সম্মান লাভ করেছে
common_voice_s1_88|মৌসুমের শুরুতে ব্যাঙ্গালোরের বিরুদ্ধে ডাবল সেঞ্চুরি করেন তিনি|মৌসুমের শুরুতে ব্যাঙ্গালোরের বিরুদ্ধে ডাবল সেঞ্চুরি করেন তিনি
common_voice_s1_89|নিষ্পত্তিমূলক পানিপথের দ্বিতীয় যুদ্ধে হিমু আহত ও বন্দি হন এবং পরবর্তীকালে নিহত হন|নিষ্পত্তিমূলক পানিপথের দ্বিতীয় যুদ্ধে হিমু আহত ও বন্দি হন এবং পরবর্তীকালে নিহত হন
common_voice_s1_90|যার প্রথম দায়িত্বশীল ছিলেন হাফেজ আব্দুল কুদ্দুস সাহেব|যার প্রথম দায়িত্বশীল ছিলেন হাফেজ আব্দুল কুদ্দুস সাহেব
common_voice_s1_91|ইয়র্কে তার মৌসুম ম্যানচেস্টার ইউনাইটেডে কাটানো মৌসুম থেকেও খারাপ ছিল|ইয়র্কে তার মৌসুম ম্যানচেস্টার ইউনাইটেডে কাটানো মৌসুম থেকেও খারাপ ছিল
common_voice_s1_92|ডি জি শান্তিনিকেতনের ছাত্র ছিলেন|ডি জি শান্তিনিকেতনের ছাত্র ছিলেন
common_voice_s1_93|জীবনের শেষ চার বছর তিনি তার ছেলের সাথে সে দেশেই কাটিয়েছেন|জীবনের শেষ চার বছর তিনি তার ছেলের সাথে সে দেশেই কাটিয়েছেন
common_voice_s1_94|সা ও পা এর কোন বিকৃত স্বর নেই|সা ও পা এর কোন বিকৃত স্বর নেই
common_voice_s1_95|নবী মুহাম্মাদের থেকেও অধিক বৃহৎ অঞ্চল তার নিয়ন্ত্রণে ছিল|নবী মুহাম্মাদের থেকেও অধিক বৃহৎ অঞ্চল তার নিয়ন্ত্রণে ছিল
common_voice_s1_96|স্যার ক্রিক মূলত বান গঙ্গা নামে পরিচিত ছিল|স্যার ক্রিক মূলত বান গঙ্গা নামে পরিচিত ছিল
common_voice_s1_97|বোমারু বিমান স্বাভাবিক অবস্থায় পাঁচ জন বিমান চালক বহন করে|বোমারু বিমান স্বাভাবিক অবস্থায় পাঁচ জন বিমান চালক বহন করে
common_voice_s1_98|উত্তল তীরে পলি, বালি এবং নুড়ি জমার প্রক্রিয়াটি পয়েন্ট বার-এ স্পষ্টভাবে চিত্রিত হয়েছে|উত্তল তীরে পলি, বালি এবং নুড়ি জমার প্রক্রিয়াটি পয়েন্ট বার-এ স্পষ্টভাবে চিত্রিত হয়েছে
common_voice_s1_99|তিনি রামকৃষ্ণ সংঘে যোগ দেন|তিনি রামকৃষ্ণ সংঘে যোগ দেন
common_voice_s1_100|তিনি বলেন, এরকম কোন নথি পত্র খোঁজে পাওয়া যায়নি|তিনি বলেন, এরকম কোন নথি পত্র খোঁজে পাওয়া যায়নি
common_voice_s1_101|তিনি বর্তমানে ইউটিউবে ভিডিও স্ট্রিম এবং পোস্ট করেন, যেখানে তিনি বেশিরভাগ সময়ে বিভিন্ন ধরনের বিভিন্ন গেম খেলেন|তিনি বর্তমানে ইউটিউবে ভিডিও স্ট্রিম এবং পোস্ট করেন, যেখানে তিনি বেশিরভাগ সময়ে বিভিন্ন ধরনের বিভিন্ন গেম খেলেন
common_voice_s1_102|তিব্বতী বৌদ্ধ ধর্মের পরে হিন্দুধর্ম এই জেলার প্রধান ধর্ম|তিব্বতী বৌদ্ধ ধর্মের পরে হিন্দুধর্ম এই জেলার প্রধান ধর্ম
common_voice_s1_103|আলীনগর ইউনিয়ন এর দক্ষিণে মহানন্দা নদী এবং পশ্চিমে ভারত অবস্থিত|আলীনগর ইউনিয়ন এর দক্ষিণে মহানন্দা নদী এবং পশ্চিমে ভারত অবস্থিত
common_voice_s1_104|তিনি বেতার ও টেলিভিশনেও অভিনয় করেছেন|তিনি বেতার ও টেলিভিশনেও অভিনয় করেছেন
common_voice_s1_105|তার পিতার নাম ছিলো আওস ইবনে সাবিত, তিনিও একজন সাহাবা ছিলেন|তার পিতার নাম ছিলো আওস ইবনে সাবিত, তিনিও একজন সাহাবা ছিলেন
common_voice_s1_106|এরপর এইচএসসি পাস করেন ঢাকা কলেজ থেকে|এরপর এইচএসসি পাস করেন ঢাকা কলেজ থেকে
common_voice_s1_107|তিনি রংপুর জেলা কোর্টে আইন ব্যবসা শুরু করেন|তিনি রংপুর জেলা কোর্টে আইন ব্যবসা শুরু করেন
common_voice_s1_108|"তিনি বলেছিলেন যে তিনি ""মেয়েটিকে শ্বাসরোধ করেছিলেন"|"তিনি বলেছিলেন যে তিনি ""মেয়েটিকে শ্বাসরোধ করেছিলেন"
common_voice_s1_109|পিতার নামানুসারেই কৃষ্ণের এক নাম হল বাসুদেব|পিতার নামানুসারেই কৃষ্ণের এক নাম হল বাসুদেব
common_voice_s1_110|আর সাথে সাথে নু’মানের স্থলে ভাই নু’য়াঈমকে দাঁড় করিয়ে দিলেন|আর সাথে সাথে নু’মানের স্থলে ভাই নু’য়াঈমকে দাঁড় করিয়ে দিলেন
common_voice_s1_111|স্বতন্ত্র বিষয় হিসাবে উত্থানের আগে, নগর ভূগোল অন্যথায় পেশাদারী বিকাশ এবং পরিকল্পনা অনুশীলন হিসাবে একাডেমিক বর্ধনের কাজ করেছিল|স্বতন্ত্র বিষয় হিসাবে উত্থানের আগে, নগর ভূগোল অন্যথায় পেশাদারী বিকাশ এবং পরিকল্পনা অনুশীলন হিসাবে একাডেমিক বর্ধনের কাজ করেছিল
common_voice_s1_112|জালালাবাদ পাহাড়ের যুদ্ধে বিজয়ী বাহিনীর অন্যতম ছিলেন|জালালাবাদ পাহাড়ের যুদ্ধে বিজয়ী বাহিনীর অন্যতম ছিলেন
common_voice_s1_113|পৃথিবী একটি দেশ ছাড়া কিছু না আর মানবজাতি তার নাগরিক|পৃথিবী একটি দেশ ছাড়া কিছু না আর মানবজাতি তার নাগরিক
common_voice_s1_114|সংস্থাটির প্রধান কার্যালয় ঢাকা শহরে অবস্থিত|সংস্থাটির প্রধান কার্যালয় ঢাকা শহরে অবস্থিত
